Date,Demand_MW
2024-04-28,572.04
2024-04-29,581.99
2024-04-30,590.26
2024-05-01,573.51
2024-05-02,568.16
2024-05-03,557.97
2024-05-04,536.19
2024-05-05,574.54
2024-05-06,587.25
2024-05-07,590.95
2024-05-08,570.74
2024-05-09,535.19
2024-05-10,543.54
2024-05-11,533.94
2024-05-12,553.05
2024-05-13,540.85
2024-05-14,573.09
2024-05-15,561.78
2024-05-16,555.85
2024-05-17,535.3
2024-05-18,524.12
2024-05-19,557.46
2024-05-20,542.57
2024-05-21,599.03
2024-05-22,580.86
2024-05-23,541.72
2024-05-24,514.61
2024-05-25,529.51
2024-05-26,551.72
2024-05-27,564.59
2024-05-28,572.6
2024-05-29,565.74
2024-05-30,532.87
2024-05-31,528.14
2024-06-01,529.32
2024-06-02,547.04
2024-06-03,566.23
2024-06-04,542.5
2024-06-05,550.03
2024-06-06,546.91
2024-06-07,512.21
2024-06-08,508.18
2024-06-09,523.8
2024-06-10,550.71
2024-06-11,526.99
2024-06-12,533.9
2024-06-13,480.0
2024-06-14,514.56
2024-06-15,500.84
2024-06-16,529.5
2024-06-17,524.91
2024-06-18,536.47
2024-06-19,546.59
2024-06-20,495.11
2024-06-21,504.07
2024-06-22,476.73
2024-06-23,489.31
2024-06-24,538.35
2024-06-25,536.39
2024-06-26,520.76
2024-06-27,508.71
2024-06-28,493.04
2024-06-29,505.07
2024-06-30,525.08
2024-07-01,542.2
2024-07-02,535.33
2024-07-03,531.17
2024-07-04,510.8
2024-07-05,495.03
2024-07-06,487.59
2024-07-07,478.36
2024-07-08,516.99
2024-07-09,517.76
2024-07-10,490.59
2024-07-11,494.57
2024-07-12,473.51
2024-07-13,461.52
2024-07-14,497.32
2024-07-15,510.54
2024-07-16,516.92
2024-07-17,481.69
2024-07-18,480.74
2024-07-19,455.82
2024-07-20,439.37
2024-07-21,478.75
2024-07-22,496.96
2024-07-23,526.49
2024-07-24,497.85
2024-07-25,492.42
2024-07-26,463.4
2024-07-27,481.28
2024-07-28,476.86
2024-07-29,514.98
2024-07-30,495.21
2024-07-31,509.67
2024-08-01,476.99
2024-08-02,458.88
2024-08-03,458.0
2024-08-04,490.66
2024-08-05,486.3
2024-08-06,499.95
2024-08-07,478.51
2024-08-08,465.66
2024-08-09,450.88
2024-08-10,445.87
2024-08-11,455.55
2024-08-12,466.1
2024-08-13,485.8
2024-08-14,470.57
2024-08-15,469.01
2024-08-16,440.5
2024-08-17,424.95
2024-08-18,472.7
2024-08-19,462.74
2024-08-20,486.06
2024-08-21,463.87
2024-08-22,460.02
2024-08-23,440.54
2024-08-24,437.24
2024-08-25,454.53
2024-08-26,470.95
2024-08-27,477.65
2024-08-28,495.18
2024-08-29,458.67
2024-08-30,448.32
2024-08-31,462.36
2024-09-01,454.41
2024-09-02,471.59
2024-09-03,474.85
2024-09-04,460.95
2024-09-05,466.92
2024-09-06,432.28
2024-09-07,426.13
2024-09-08,449.2
2024-09-09,459.19
2024-09-10,456.94
2024-09-11,461.1
2024-09-12,417.35
2024-09-13,427.63
2024-09-14,443.6
2024-09-15,467.55
2024-09-16,474.87
2024-09-17,461.59
2024-09-18,452.47
2024-09-19,448.6
2024-09-20,437.79
2024-09-21,423.84
2024-09-22,427.84
2024-09-23,462.67
2024-09-24,488.92
2024-09-25,462.41
2024-09-26,433.03
2024-09-27,429.28
2024-09-28,448.57
2024-09-29,462.27
2024-09-30,470.44
2024-10-01,478.54
2024-10-02,461.83
2024-10-03,445.5
2024-10-04,420.44
2024-10-05,424.2
2024-10-06,444.46
2024-10-07,459.6
2024-10-08,457.27
2024-10-09,461.19
2024-10-10,442.49
2024-10-11,437.21
2024-10-12,427.54
2024-10-13,436.55
2024-10-14,449.54
2024-10-15,440.45
2024-10-16,455.07
2024-10-17,423.9
2024-10-18,436.66
2024-10-19,437.64
2024-10-20,455.78
2024-10-21,478.78
2024-10-22,472.28
2024-10-23,464.02
2024-10-24,440.82
2024-10-25,432.77
2024-10-26,441.02
2024-10-27,468.17
2024-10-28,477.07
2024-10-29,487.95
2024-10-30,476.34
2024-10-31,453.2
2024-11-01,472.43
2024-11-02,450.72
2024-11-03,472.45
2024-11-04,458.45
2024-11-05,478.7
2024-11-06,472.96
2024-11-07,460.84
2024-11-08,431.09
2024-11-09,449.64
2024-11-10,442.59
2024-11-11,467.85
2024-11-12,475.19
2024-11-13,485.23
2024-11-14,450.07
2024-11-15,455.9
2024-11-16,423.89
2024-11-17,454.07
2024-11-18,482.9
2024-11-19,477.21
2024-11-20,488.53
2024-11-21,453.42
2024-11-22,464.26
2024-11-23,452.36
2024-11-24,474.91
2024-11-25,507.55
2024-11-26,495.29
2024-11-27,497.82
2024-11-28,478.12
2024-11-29,466.64
2024-11-30,491.48
2024-12-01,493.48
2024-12-02,502.36
2024-12-03,507.61
2024-12-04,483.97
2024-12-05,480.85
2024-12-06,471.72
2024-12-07,478.22
2024-12-08,502.98
2024-12-09,503.68
2024-12-10,491.06
2024-12-11,494.41
2024-12-12,469.41
2024-12-13,457.61
2024-12-14,462.68
2024-12-15,487.35
2024-12-16,495.88
2024-12-17,513.04
2024-12-18,483.08
2024-12-19,457.61
2024-12-20,476.74
2024-12-21,469.57
2024-12-22,497.44
2024-12-23,502.42
2024-12-24,507.74
2024-12-25,521.69
2024-12-26,498.88
2024-12-27,494.39
2024-12-28,499.78
2024-12-29,509.54
2024-12-30,548.33
2024-12-31,540.99
2025-01-01,552.39
2025-01-02,524.94
2025-01-03,504.72
2025-01-04,500.98
2025-01-05,510.29
2025-01-06,523.9
2025-01-07,535.86
2025-01-08,533.0
2025-01-09,495.14
2025-01-10,494.66
2025-01-11,486.64
2025-01-12,516.55
2025-01-13,537.56
2025-01-14,547.28
2025-01-15,531.12
2025-01-16,506.52
2025-01-17,500.53
2025-01-18,510.79
2025-01-19,526.75
2025-01-20,550.35
2025-01-21,555.98
2025-01-22,555.54
2025-01-23,516.81
2025-01-24,524.61
2025-01-25,518.1
2025-01-26,542.31
2025-01-27,548.57
2025-01-28,567.01
2025-01-29,541.87
2025-01-30,531.0
2025-01-31,551.3
2025-02-01,538.18
2025-02-02,556.51
2025-02-03,553.61
2025-02-04,576.58
2025-02-05,550.24
2025-02-06,529.86
2025-02-07,529.23
2025-02-08,528.68
2025-02-09,555.13
2025-02-10,545.66
2025-02-11,555.02
2025-02-12,548.12
2025-02-13,537.52
2025-02-14,522.58
2025-02-15,531.96
2025-02-16,547.19
2025-02-17,577.37
2025-02-18,568.73
2025-02-19,561.77
2025-02-20,551.55
2025-02-21,541.31
2025-02-22,550.66
2025-02-23,553.11
2025-02-24,583.95
2025-02-25,586.49
2025-02-26,569.45
2025-02-27,545.08
2025-02-28,552.63
2025-03-01,553.29
2025-03-02,569.14
2025-03-03,580.91
2025-03-04,601.14
2025-03-05,564.96
2025-03-06,556.59
2025-03-07,540.16
2025-03-08,527.4
2025-03-09,563.4
2025-03-10,564.03
2025-03-11,588.16
2025-03-12,577.72
2025-03-13,555.93
2025-03-14,546.9
2025-03-15,541.66
2025-03-16,569.69
2025-03-17,588.89
2025-03-18,596.3
2025-03-19,588.63
2025-03-20,545.9
2025-03-21,554.74
2025-03-22,532.89
2025-03-23,584.41
2025-03-24,585.51
2025-03-25,600.12
2025-03-26,582.84
2025-03-27,574.79
2025-03-28,567.28
2025-03-29,553.59
2025-03-30,574.58
2025-03-31,591.81
2025-04-01,605.47
2025-04-02,583.35
2025-04-03,565.12
2025-04-04,577.34
2025-04-05,531.32
2025-04-06,576.2
2025-04-07,585.23
2025-04-08,594.29
2025-04-09,583.78
2025-04-10,568.69
2025-04-11,535.67
2025-04-12,559.62
2025-04-13,568.11
2025-04-14,573.2
2025-04-15,592.04
2025-04-16,558.62
2025-04-17,563.51
2025-04-18,545.82
2025-04-19,565.94
2025-04-20,562.91
2025-04-21,582.39
2025-04-22,588.21
2025-04-23,577.9
2025-04-24,550.8
2025-04-25,555.05
2025-04-26,551.63
2025-04-27,583.28
2025-04-28,597.98
2025-04-29,579.95
2025-04-30,581.29
2025-05-01,563.87
2025-05-02,541.91
2025-05-03,565.35
2025-05-04,565.23
2025-05-05,583.15
2025-05-06,576.19
2025-05-07,574.11
2025-05-08,576.72
2025-05-09,529.33
2025-05-10,541.13
2025-05-11,555.03
2025-05-12,572.27
2025-05-13,569.56
2025-05-14,541.27
2025-05-15,530.89
2025-05-16,535.96
2025-05-17,518.5
2025-05-18,558.05
2025-05-19,570.66
2025-05-20,576.66
2025-05-21,568.67
2025-05-22,545.73
2025-05-23,542.48
2025-05-24,529.06
2025-05-25,558.4
2025-05-26,572.71
2025-05-27,565.02
2025-05-28,561.52
2025-05-29,564.81
2025-05-30,538.2
2025-05-31,520.8
2025-06-01,536.43
2025-06-02,571.97
2025-06-03,546.14
2025-06-04,564.08
2025-06-05,520.05
2025-06-06,517.36
2025-06-07,517.23
2025-06-08,530.13
2025-06-09,550.9
2025-06-10,575.82
2025-06-11,552.44
2025-06-12,527.44
2025-06-13,482.95
2025-06-14,508.42
2025-06-15,536.68
2025-06-16,535.65
2025-06-17,565.78
2025-06-18,536.73
2025-06-19,517.05
2025-06-20,498.74
2025-06-21,510.71
2025-06-22,537.13
2025-06-23,542.82
2025-06-24,540.45
2025-06-25,552.53
2025-06-26,528.43
2025-06-27,501.84
2025-06-28,515.52
2025-06-29,518.63
2025-06-30,542.89
2025-07-01,529.87
2025-07-02,524.56
2025-07-03,516.05
2025-07-04,473.18
2025-07-05,488.7
2025-07-06,501.7
2025-07-07,506.01
2025-07-08,509.28
2025-07-09,489.85
2025-07-10,482.17
2025-07-11,502.1
2025-07-12,463.09
2025-07-13,494.51
2025-07-14,515.19
2025-07-15,512.3
2025-07-16,499.27
2025-07-17,505.57
2025-07-18,465.54
2025-07-19,477.65
2025-07-20,490.85
2025-07-21,509.28
2025-07-22,507.6
2025-07-23,493.29
2025-07-24,481.38
2025-07-25,461.72
2025-07-26,472.65
2025-07-27,501.96
2025-07-28,526.15
2025-07-29,525.15
2025-07-30,488.24
2025-07-31,460.74
2025-08-01,468.36
2025-08-02,463.86
2025-08-03,483.4
2025-08-04,501.6
2025-08-05,505.92
2025-08-06,500.29
2025-08-07,455.92
2025-08-08,451.09
2025-08-09,458.99
2025-08-10,475.64
2025-08-11,472.73
2025-08-12,491.03
2025-08-13,472.54
2025-08-14,471.27
2025-08-15,449.59
2025-08-16,431.73
2025-08-17,462.82
2025-08-18,474.46
2025-08-19,502.91
2025-08-20,470.54
2025-08-21,457.21
2025-08-22,445.55
2025-08-23,453.67
2025-08-24,479.6
2025-08-25,486.69
2025-08-26,496.54
2025-08-27,494.52
2025-08-28,465.03
2025-08-29,452.02
2025-08-30,463.55
2025-08-31,465.92
2025-09-01,492.44
2025-09-02,470.02
2025-09-03,475.96
2025-09-04,437.99
2025-09-05,433.24
2025-09-06,453.46
2025-09-07,454.18
2025-09-08,486.32
2025-09-09,467.37
2025-09-10,454.68
2025-09-11,418.02
2025-09-12,422.83
2025-09-13,430.64
2025-09-14,439.95
2025-09-15,459.16
2025-09-16,479.98
2025-09-17,482.37
2025-09-18,451.08
2025-09-19,435.3
2025-09-20,448.25
2025-09-21,468.52
2025-09-22,470.79
2025-09-23,495.84
2025-09-24,481.26
2025-09-25,456.67
2025-09-26,456.58
2025-09-27,444.31
2025-09-28,454.26
2025-09-29,476.75
2025-09-30,476.16
2025-10-01,476.4
2025-10-02,440.55
2025-10-03,444.3
2025-10-04,428.44
2025-10-05,466.76
2025-10-06,482.74
2025-10-07,468.33
2025-10-08,449.76
2025-10-09,458.9
2025-10-10,416.3
2025-10-11,421.58
2025-10-12,474.69
2025-10-13,458.89
2025-10-14,474.1
2025-10-15,458.42
2025-10-16,441.72
2025-10-17,445.13
2025-10-18,444.71
2025-10-19,460.6
2025-10-20,470.84
2025-10-21,504.41
2025-10-22,467.05
2025-10-23,471.39
2025-10-24,449.84
2025-10-25,451.44
2025-10-26,469.26
2025-10-27,484.35
2025-10-28,470.0
2025-10-29,476.68
2025-10-30,452.61
2025-10-31,418.88
2025-11-01,454.81
2025-11-02,461.44
2025-11-03,485.62
2025-11-04,478.05
2025-11-05,462.07
2025-11-06,455.79
2025-11-07,432.2
2025-11-08,440.56
2025-11-09,474.73
2025-11-10,483.37
2025-11-11,480.27
2025-11-12,476.89
2025-11-13,469.63
2025-11-14,456.71
2025-11-15,469.24
2025-11-16,472.05
2025-11-17,492.16
2025-11-18,489.46
2025-11-19,503.66
2025-11-20,472.0
2025-11-21,454.97
2025-11-22,463.23
2025-11-23,499.58
2025-11-24,492.51
2025-11-25,502.13
2025-11-26,500.17
2025-11-27,469.76
2025-11-28,485.06
2025-11-29,472.95
2025-11-30,481.41
2025-12-01,500.5
2025-12-02,503.6
2025-12-03,484.74
2025-12-04,478.61
2025-12-05,467.48
2025-12-06,471.53
2025-12-07,477.79
2025-12-08,499.37
2025-12-09,496.41
2025-12-10,496.76
2025-12-11,485.16
2025-12-12,448.74
2025-12-13,463.16
2025-12-14,501.53
2025-12-15,512.59
2025-12-16,515.01
2025-12-17,503.54
2025-12-18,499.59
2025-12-19,482.63
2025-12-20,502.92
2025-12-21,502.33
2025-12-22,527.98
2025-12-23,554.37
2025-12-24,520.24
2025-12-25,511.59
2025-12-26,501.25
2025-12-27,506.59
2025-12-28,501.96
2025-12-29,532.62
2025-12-30,529.56
2025-12-31,526.61
