Date,Passengers
2023-08-25,6661.0
2023-08-26,6520.0
2023-08-27,7134.0
2023-08-28,7433.0
2023-08-29,7635.0
2023-08-30,7297.0
2023-08-31,6760.0
2023-09-01,6180.0
2023-09-02,6567.0
2023-09-03,6875.0
2023-09-04,7525.0
2023-09-05,7075.0
2023-09-06,6878.0
2023-09-07,6715.0
2023-09-08,6682.0
2023-09-09,6584.0
2023-09-10,6742.0
2023-09-11,7001.0
2023-09-12,7597.0
2023-09-13,7101.0
2023-09-14,6708.0
2023-09-15,6283.0
2023-09-16,6376.0
2023-09-17,7425.0
2023-09-18,7296.0
2023-09-19,7377.0
2023-09-20,7055.0
2023-09-21,6438.0
2023-09-22,6425.0
2023-09-23,6268.0
2023-09-24,6933.0
2023-09-25,7329.0
2023-09-26,7629.0
2023-09-27,7143.0
2023-09-28,6294.0
2023-09-29,5946.0
2023-09-30,6608.0
2023-10-01,6673.0
2023-10-02,7000.0
2023-10-03,7246.0
2023-10-04,7309.0
2023-10-05,6252.0
2023-10-06,6039.0
2023-10-07,6197.0
2023-10-08,6551.0
2023-10-09,7036.0
2023-10-10,7088.0
2023-10-11,6978.0
2023-10-12,6482.0
2023-10-13,6095.0
2023-10-14,6021.0
2023-10-15,7076.0
2023-10-16,7033.0
2023-10-17,7476.0
2023-10-18,6886.0
2023-10-19,6720.0
2023-10-20,6459.0
2023-10-21,6215.0
2023-10-22,6482.0
2023-10-23,7482.0
2023-10-24,7841.0
2023-10-25,7232.0
2023-10-26,6669.0
2023-10-27,6485.0
2023-10-28,6598.0
2023-10-29,6758.0
2023-10-30,7270.0
2023-10-31,7650.0
2023-11-01,7184.0
2023-11-02,6966.0
2023-11-03,6248.0
2023-11-04,6666.0
2023-11-05,7065.0
2023-11-06,7452.0
2023-11-07,7840.0
2023-11-08,7428.0
2023-11-09,6583.0
2023-11-10,6600.0
2023-11-11,6876.0
2023-11-12,7058.0
2023-11-13,7517.0
2023-11-14,7562.0
2023-11-15,7383.0
2023-11-16,7017.0
2023-11-17,6406.0
2023-11-18,6431.0
2023-11-19,7109.0
2023-11-20,7393.0
2023-11-21,7905.0
2023-11-22,7406.0
2023-11-23,6636.0
2023-11-24,6609.0
2023-11-25,6772.0
2023-11-26,7386.0
2023-11-27,7753.0
2023-11-28,8289.0
2023-11-29,7504.0
2023-11-30,7092.0
2023-12-01,6777.0
2023-12-02,6875.0
2023-12-03,7447.0
2023-12-04,8014.0
2023-12-05,8308.0
2023-12-06,7420.0
2023-12-07,7130.0
2023-12-08,6837.0
2023-12-09,7249.0
2023-12-10,7478.0
2023-12-11,7659.0
2023-12-12,8191.0
2023-12-13,7861.0
2023-12-14,7403.0
2023-12-15,6854.0
2023-12-16,7541.0
2023-12-17,7622.0
2023-12-18,8138.0
2023-12-19,8132.0
2023-12-20,7821.0
2023-12-21,7262.0
2023-12-22,7124.0
2023-12-23,7147.0
2023-12-24,8239.0
2023-12-25,7940.0
2023-12-26,8228.0
2023-12-27,8070.0
2023-12-28,7785.0
2023-12-29,7263.0
2023-12-30,7618.0
2023-12-31,7775.0
2024-01-01,8474.0
2024-01-02,8947.0
2024-01-03,8101.0
2024-01-04,7878.0
2024-01-05,7532.0
2024-01-06,7176.0
2024-01-07,7999.0
2024-01-08,8832.0
2024-01-09,8769.0
2024-01-10,8196.0
2024-01-11,8076.0
2024-01-12,7538.0
2024-01-13,7841.0
2024-01-14,8334.0
2024-01-15,8524.0
2024-01-16,9042.0
2024-01-17,8378.0
2024-01-18,7817.0
2024-01-19,7597.0
2024-01-20,7840.0
2024-01-21,8419.0
2024-01-22,8731.0
2024-01-23,9170.0
2024-01-24,8766.0
2024-01-25,8075.0
2024-01-26,8086.0
2024-01-27,8275.0
2024-01-28,8510.0
2024-01-29,8975.0
2024-01-30,8797.0
2024-01-31,8763.0
2024-02-01,8284.0
2024-02-02,8084.0
2024-02-03,8135.0
2024-02-04,8704.0
2024-02-05,9448.0
2024-02-06,9168.0
2024-02-07,8868.0
2024-02-08,8200.0
2024-02-09,8152.0
2024-02-10,8481.0
2024-02-11,8420.0
2024-02-12,9122.0
2024-02-13,9393.0
2024-02-14,9247.0
2024-02-15,8647.0
2024-02-16,8326.0
2024-02-17,8346.0
2024-02-18,8971.0
2024-02-19,9560.0
2024-02-20,9145.0
2024-02-21,9321.0
2024-02-22,8648.0
2024-02-23,8250.0
2024-02-24,7996.0
2024-02-25,8689.0
2024-02-26,9786.0
2024-02-27,9436.0
2024-02-28,9044.0
2024-02-29,8660.0
2024-03-01,8288.0
2024-03-02,8588.0
2024-03-03,9346.0
2024-03-04,9404.0
2024-03-05,9678.0
2024-03-06,9102.0
2024-03-07,9123.0
2024-03-08,8541.0
2024-03-09,8411.0
2024-03-10,9285.0
2024-03-11,9821.0
2024-03-12,9736.0
2024-03-13,9058.0
2024-03-14,9229.0
2024-03-15,8616.0
2024-03-16,8910.0
2024-03-17,9040.0
2024-03-18,9545.0
2024-03-19,9767.0
2024-03-20,9648.0
2024-03-21,8937.0
2024-03-22,8336.0
2024-03-23,8759.0
2024-03-24,9505.0
2024-03-25,9664.0
2024-03-26,9795.0
2024-03-27,9194.0
2024-03-28,8647.0
2024-03-29,8477.0
2024-03-30,8656.0
2024-03-31,9211.0
2024-04-01,9693.0
2024-04-02,10096.0
2024-04-03,9462.0
2024-04-04,9142.0
2024-04-05,8595.0
2024-04-06,9007.0
2024-04-07,8811.0
2024-04-08,9532.0
2024-04-09,9962.0
2024-04-10,9403.0
2024-04-11,9100.0
2024-04-12,8662.0
2024-04-13,8886.0
2024-04-14,9284.0
2024-04-15,9761.0
2024-04-16,10036.0
2024-04-17,9604.0
2024-04-18,9079.0
2024-04-19,8554.0
2024-04-20,8543.0
2024-04-21,8990.0
2024-04-22,9734.0
2024-04-23,9205.0
2024-04-24,9098.0
2024-04-25,8639.0
2024-04-26,8449.0
2024-04-27,8079.0
2024-04-28,9317.0
2024-04-29,9645.0
2024-04-30,10028.0
2024-05-01,9509.0
2024-05-02,8972.0
2024-05-03,8881.0
2024-05-04,8421.0
2024-05-05,8693.0
2024-05-06,9404.0
2024-05-07,9390.0
2024-05-08,9167.0
2024-05-09,8475.0
2024-05-10,8461.0
2024-05-11,8553.0
2024-05-12,8901.0
2024-05-13,9425.0
2024-05-14,9436.0
2024-05-15,9276.0
2024-05-16,8605.0
2024-05-17,8199.0
2024-05-18,8539.0
2024-05-19,9059.0
2024-05-20,9528.0
2024-05-21,9163.0
2024-05-22,8914.0
2024-05-23,8144.0
2024-05-24,8095.0
2024-05-25,8326.0
2024-05-26,8669.0
2024-05-27,9534.0
2024-05-28,9165.0
2024-05-29,8687.0
2024-05-30,8480.0
2024-05-31,8054.0
2024-06-01,8232.0
2024-06-02,8634.0
2024-06-03,9073.0
2024-06-04,8697.0
2024-06-05,8633.0
2024-06-06,8121.0
2024-06-07,7826.0
2024-06-08,7903.0
2024-06-09,8525.0
2024-06-10,9013.0
2024-06-11,8763.0
2024-06-12,8782.0
2024-06-13,8222.0
2024-06-14,7854.0
2024-06-15,7573.0
2024-06-16,8394.0
2024-06-17,8771.0
2024-06-18,9043.0
2024-06-19,8863.0
2024-06-20,8283.0
2024-06-21,7643.0
2024-06-22,7715.0
2024-06-23,8291.0
2024-06-24,8390.0
2024-06-25,8418.0
2024-06-26,8268.0
2024-06-27,8066.0
2024-06-28,7410.0
2024-06-29,7872.0
2024-06-30,7462.0
2024-07-01,8151.0
2024-07-02,8539.0
2024-07-03,8396.0
2024-07-04,7663.0
2024-07-05,7313.0
2024-07-06,7403.0
2024-07-07,7523.0
2024-07-08,8556.0
2024-07-09,8283.0
2024-07-10,8292.0
2024-07-11,7519.0
2024-07-12,7402.0
2024-07-13,7352.0
2024-07-14,7711.0
2024-07-15,8227.0
2024-07-16,7983.0
2024-07-17,7934.0
2024-07-18,7735.0
2024-07-19,7309.0
2024-07-20,6947.0
2024-07-21,7695.0
2024-07-22,8093.0
2024-07-23,8303.0
2024-07-24,7815.0
2024-07-25,7209.0
2024-07-26,7179.0
2024-07-27,7053.0
2024-07-28,7711.0
2024-07-29,8105.0
2024-07-30,7943.0
2024-07-31,7632.0
2024-08-01,7513.0
2024-08-02,6822.0
2024-08-03,6731.0
2024-08-04,7094.0
2024-08-05,7981.0
2024-08-06,7917.0
2024-08-07,7385.0
2024-08-08,7141.0
2024-08-09,6697.0
2024-08-10,6433.0
2024-08-11,7336.0
2024-08-12,7938.0
2024-08-13,8283.0
2024-08-14,7439.0
2024-08-15,6942.0
2024-08-16,6878.0
2024-08-17,6692.0
2024-08-18,7168.0
2024-08-19,7442.0
2024-08-20,7391.0
2024-08-21,7514.0
2024-08-22,6543.0
2024-08-23,6688.0
2024-08-24,6406.0
2024-08-25,7073.0
2024-08-26,7403.0
2024-08-27,7816.0
2024-08-28,7305.0
2024-08-29,7105.0
2024-08-30,6161.0
2024-08-31,6566.0
2024-09-01,6951.0
2024-09-02,7457.0
2024-09-03,7826.0
2024-09-04,7290.0
2024-09-05,6414.0
2024-09-06,6417.0
2024-09-07,6334.0
2024-09-08,6784.0
2024-09-09,7549.0
2024-09-10,7328.0
2024-09-11,7041.0
2024-09-12,6596.0
2024-09-13,6447.0
2024-09-14,6484.0
2024-09-15,6784.0
2024-09-16,7241.0
2024-09-17,7174.0
2024-09-18,6925.0
2024-09-19,6421.0
2024-09-20,6193.0
2024-09-21,6733.0
2024-09-22,6666.0
2024-09-23,7208.0
2024-09-24,6970.0
2024-09-25,7174.0
2024-09-26,6216.0
2024-09-27,6024.0
2024-09-28,6528.0
2024-09-29,6367.0
2024-09-30,7276.0
2024-10-01,7532.0
2024-10-02,7353.0
2024-10-03,6344.0
2024-10-04,6079.0
2024-10-05,6682.0
2024-10-06,6787.0
2024-10-07,7116.0
2024-10-08,7238.0
2024-10-09,6865.0
2024-10-10,6454.0
2024-10-11,6438.0
2024-10-12,6518.0
2024-10-13,6579.0
2024-10-14,7330.0
2024-10-15,7327.0
2024-10-16,7245.0
2024-10-17,6542.0
2024-10-18,6329.0
2024-10-19,6345.0
2024-10-20,6415.0
2024-10-21,7337.0
2024-10-22,7197.0
2024-10-23,7283.0
2024-10-24,6485.0
2024-10-25,6184.0
2024-10-26,6427.0
2024-10-27,7023.0
2024-10-28,7351.0
2024-10-29,7839.0
2024-10-30,7526.0
2024-10-31,7028.0
2024-11-01,6324.0
2024-11-02,6201.0
2024-11-03,7222.0
2024-11-04,7375.0
2024-11-05,7593.0
2024-11-06,7399.0
2024-11-07,6444.0
2024-11-08,6778.0
2024-11-09,6756.0
2024-11-10,7134.0
2024-11-11,7724.0
2024-11-12,7786.0
2024-11-13,7388.0
2024-11-14,6796.0
2024-11-15,6400.0
2024-11-16,6735.0
2024-11-17,7234.0
2024-11-18,7863.0
2024-11-19,7817.0
2024-11-20,7298.0
2024-11-21,6648.0
2024-11-22,6629.0
2024-11-23,6781.0
2024-11-24,7253.0
2024-11-25,7452.0
2024-11-26,8106.0
2024-11-27,7798.0
2024-11-28,6915.0
2024-11-29,6934.0
2024-11-30,7097.0
2024-12-01,7401.0
2024-12-02,7691.0
2024-12-03,8337.0
2024-12-04,7785.0
2024-12-05,7156.0
2024-12-06,7055.0
2024-12-07,7359.0
2024-12-08,7424.0
2024-12-09,8150.0
2024-12-10,8535.0
2024-12-11,7618.0
2024-12-12,7230.0
2024-12-13,6915.0
2024-12-14,7139.0
2024-12-15,7617.0
2024-12-16,8209.0
2024-12-17,8120.0
2024-12-18,7855.0
2024-12-19,7539.0
2024-12-20,7206.0
2024-12-21,7486.0
2024-12-22,7882.0
2024-12-23,8444.0
2024-12-24,8198.0
2024-12-25,8045.0
2024-12-26,7992.0
2024-12-27,7396.0
2024-12-28,7604.0
2024-12-29,7999.0
2024-12-30,8519.0
2024-12-31,8524.0
2025-01-01,8981.0
2025-01-02,7687.0
2025-01-03,7455.0
2025-01-04,7114.0
2025-01-05,8310.0
2025-01-06,8468.0
2025-01-07,8702.0
2025-01-08,8305.0
2025-01-09,7882.0
2025-01-10,7549.0
2025-01-11,7733.0
2025-01-12,8221.0
2025-01-13,8690.0
2025-01-14,8823.0
2025-01-15,8814.0
2025-01-16,8227.0
2025-01-17,7924.0
2025-01-18,7735.0
2025-01-19,8622.0
2025-01-20,9085.0
2025-01-21,8884.0
2025-01-22,8994.0
2025-01-23,8051.0
2025-01-24,7513.0
2025-01-25,8237.0
2025-01-26,8480.0
2025-01-27,9187.0
2025-01-28,8975.0
2025-01-29,8567.0
2025-01-30,8563.0
2025-01-31,7729.0
2025-02-01,7832.0
2025-02-02,8245.0
2025-02-03,8558.0
2025-02-04,9042.0
2025-02-05,8508.0
2025-02-06,8431.0
2025-02-07,7683.0
2025-02-08,8043.0
2025-02-09,9214.0
2025-02-10,9301.0
2025-02-11,9374.0
2025-02-12,8730.0
2025-02-13,8500.0
2025-02-14,8249.0
2025-02-15,8048.0
2025-02-16,8878.0
2025-02-17,9574.0
2025-02-18,9396.0
2025-02-19,9115.0
2025-02-20,8239.0
2025-02-21,8056.0
2025-02-22,8676.0
2025-02-23,8814.0
2025-02-24,9241.0
2025-02-25,9416.0
2025-02-26,9231.0
2025-02-27,8501.0
2025-02-28,8444.0
2025-03-01,8274.0
2025-03-02,9180.0
2025-03-03,9293.0
2025-03-04,9894.0
2025-03-05,9313.0
2025-03-06,8634.0
2025-03-07,8670.0
2025-03-08,8337.0
2025-03-09,8980.0
2025-03-10,9566.0
2025-03-11,9665.0
2025-03-12,8970.0
2025-03-13,8674.0
2025-03-14,8574.0
2025-03-15,8398.0
2025-03-16,9391.0
2025-03-17,9711.0
2025-03-18,9630.0
2025-03-19,9369.0
2025-03-20,9269.0
2025-03-21,8764.0
2025-03-22,8772.0
2025-03-23,8885.0
2025-03-24,9967.0
2025-03-25,9970.0
2025-03-26,9407.0
2025-03-27,8809.0
2025-03-28,8558.0
2025-03-29,8472.0
2025-03-30,9089.0
2025-03-31,9805.0
2025-04-01,9407.0
2025-04-02,9381.0
2025-04-03,8945.0
2025-04-04,8618.0
2025-04-05,8476.0
2025-04-06,8943.0
2025-04-07,9865.0
2025-04-08,9515.0
2025-04-09,9635.0
2025-04-10,8813.0
2025-04-11,8798.0
2025-04-12,8610.0
2025-04-13,8926.0
2025-04-14,9795.0
2025-04-15,9731.0
2025-04-16,9695.0
2025-04-17,9058.0
2025-04-18,8503.0
2025-04-19,8569.0
2025-04-20,9126.0
2025-04-21,9622.0
2025-04-22,9516.0
2025-04-23,9529.0
2025-04-24,8752.0
2025-04-25,8415.0
2025-04-26,8499.0
2025-04-27,9113.0
2025-04-28,9389.0
2025-04-29,9661.0
2025-04-30,9853.0
2025-05-01,8758.0
2025-05-02,8347.0
2025-05-03,8205.0
2025-05-04,9007.0
2025-05-05,9233.0
2025-05-06,9484.0
2025-05-07,9253.0
2025-05-08,8344.0
2025-05-09,8385.0
2025-05-10,8517.0
2025-05-11,8653.0
2025-05-12,9290.0
2025-05-13,9105.0
2025-05-14,9448.0
2025-05-15,8664.0
2025-05-16,8223.0
2025-05-17,8328.0
2025-05-18,9041.0
2025-05-19,9250.0
2025-05-20,9435.0
2025-05-21,9333.0
2025-05-22,8423.0
2025-05-23,7934.0
2025-05-24,8087.0
2025-05-25,8990.0
2025-05-26,9175.0
2025-05-27,9155.0
2025-05-28,9109.0
2025-05-29,8576.0
2025-05-30,7939.0
2025-05-31,7938.0
2025-06-01,8270.0
2025-06-02,8676.0
2025-06-03,9080.0
2025-06-04,8611.0
2025-06-05,8622.0
2025-06-06,7919.0
2025-06-07,7616.0
2025-06-08,8738.0
2025-06-09,8937.0
2025-06-10,9142.0
2025-06-11,8794.0
2025-06-12,8176.0
2025-06-13,7878.0
2025-06-14,7917.0
2025-06-15,8097.0
2025-06-16,8841.0
2025-06-17,9068.0
2025-06-18,8477.0
2025-06-19,8088.0
2025-06-20,7717.0
2025-06-21,8092.0
2025-06-22,8127.0
2025-06-23,8568.0
2025-06-24,8698.0
2025-06-25,8356.0
2025-06-26,7380.0
2025-06-27,7361.0
2025-06-28,7645.0
2025-06-29,8032.0
2025-06-30,8322.0
2025-07-01,8444.0
2025-07-02,8161.0
2025-07-03,7530.0
2025-07-04,7243.0
2025-07-05,7332.0
2025-07-06,8068.0
2025-07-07,8541.0
2025-07-08,8619.0
2025-07-09,8173.0
2025-07-10,7405.0
2025-07-11,7393.0
2025-07-12,7234.0
2025-07-13,7750.0
2025-07-14,8462.0
2025-07-15,8307.0
2025-07-16,7995.0
2025-07-17,7122.0
2025-07-18,7158.0
2025-07-19,6960.0
2025-07-20,7808.0
2025-07-21,8018.0
2025-07-22,7704.0
2025-07-23,7736.0
2025-07-24,7222.0
2025-07-25,7021.0
2025-07-26,7155.0
2025-07-27,7406.0
2025-07-28,8124.0
2025-07-29,7386.0
2025-07-30,7533.0
2025-07-31,6915.0
2025-08-01,6544.0
2025-08-02,7085.0
2025-08-03,7510.0
2025-08-04,7641.0
2025-08-05,8130.0
2025-08-06,7573.0
2025-08-07,6931.0
2025-08-08,6536.0
2025-08-09,6618.0
2025-08-10,7321.0
2025-08-11,7810.0
2025-08-12,7827.0
2025-08-13,7030.0
2025-08-14,6963.0
2025-08-15,6677.0
2025-08-16,6531.0
2025-08-17,7128.0
2025-08-18,7202.0
2025-08-19,7430.0
2025-08-20,7273.0
2025-08-21,6742.0
2025-08-22,6536.0
2025-08-23,6331.0
2025-08-24,6957.0
2025-08-25,7384.0
2025-08-26,7691.0
2025-08-27,7534.0
2025-08-28,7061.0
2025-08-29,6068.0
2025-08-30,6477.0
2025-08-31,6722.0
2025-09-01,7391.0
2025-09-02,7594.0
2025-09-03,7191.0
2025-09-04,6635.0
2025-09-05,6608.0
2025-09-06,6563.0
2025-09-07,6825.0
2025-09-08,7345.0
2025-09-09,7623.0
2025-09-10,7238.0
2025-09-11,6504.0
2025-09-12,5902.0
2025-09-13,6130.0
2025-09-14,6859.0
2025-09-15,6936.0
2025-09-16,7373.0
2025-09-17,6983.0
2025-09-18,6748.0
2025-09-19,5956.0
2025-09-20,5945.0
2025-09-21,6713.0
2025-09-22,7390.0
2025-09-23,7590.0
2025-09-24,6867.0
2025-09-25,6620.0
2025-09-26,5977.0
2025-09-27,6164.0
2025-09-28,6895.0
2025-09-29,7393.0
2025-09-30,7165.0
2025-10-01,7135.0
2025-10-02,6146.0
2025-10-03,6155.0
2025-10-04,6086.0
2025-10-05,6622.0
2025-10-06,6999.0
2025-10-07,7482.0
2025-10-08,7160.0
2025-10-09,6393.0
2025-10-10,6285.0
2025-10-11,6382.0
2025-10-12,6776.0
2025-10-13,7707.0
2025-10-14,7228.0
2025-10-15,7079.0
2025-10-16,6484.0
2025-10-17,6167.0
2025-10-18,6395.0
2025-10-19,6779.0
2025-10-20,7142.0
2025-10-21,7461.0
2025-10-22,7356.0
2025-10-23,6795.0
2025-10-24,6330.0
2025-10-25,6266.0
2025-10-26,6928.0
2025-10-27,7586.0
2025-10-28,7732.0
2025-10-29,7251.0
2025-10-30,6595.0
2025-10-31,6313.0
2025-11-01,6634.0
2025-11-02,7097.0
2025-11-03,7088.0
2025-11-04,7699.0
2025-11-05,7396.0
2025-11-06,6568.0
2025-11-07,6280.0
2025-11-08,6409.0
2025-11-09,6907.0
2025-11-10,7242.0
2025-11-11,7717.0
2025-11-12,7186.0
2025-11-13,6822.0
2025-11-14,6426.0
2025-11-15,6707.0
2025-11-16,6938.0
2025-11-17,7673.0
2025-11-18,7833.0
2025-11-19,7611.0
2025-11-20,7334.0
2025-11-21,6213.0
2025-11-22,6827.0
2025-11-23,7107.0
2025-11-24,7349.0
2025-11-25,8035.0
2025-11-26,7826.0
2025-11-27,6977.0
2025-11-28,6790.0
2025-11-29,6869.0
2025-11-30,7455.0
2025-12-01,8031.0
2025-12-02,8058.0
2025-12-03,7752.0
2025-12-04,7432.0
2025-12-05,6841.0
2025-12-06,7193.0
2025-12-07,7332.0
2025-12-08,8306.0
2025-12-09,8267.0
2025-12-10,7734.0
2025-12-11,6890.0
2025-12-12,7008.0
2025-12-13,6907.0
2025-12-14,7692.0
2025-12-15,8411.0
2025-12-16,8289.0
2025-12-17,7917.0
2025-12-18,7520.0
2025-12-19,7204.0
2025-12-20,6811.0
2025-12-21,7821.0
2025-12-22,8386.0
2025-12-23,8347.0
2025-12-24,8290.0
2025-12-25,7569.0
2025-12-26,7443.0
2025-12-27,7881.0
2025-12-28,7897.0
2025-12-29,8018.0
2025-12-30,8475.0
2025-12-31,7893.0
